NAME,TRANSFER-FACTOR-SIZE,TRANSFER-FACTOR-TIME,MAKESPAN,N,T,STATUS,CONFIG,DISTRIBUTION,RUN_COUNT,RND_COUNT
aggregation0,0.5711330721687103,1.0264781190268282,159798.2875,0,0,SUCCESS,site_conf_2_site,3,4,6
aggregation0,0.5239281215447456,0.9084438031284338,160201.11749999993,0,0,SUCCESS,site_conf_2_site,3,4,7
aggregation0,0.5211377173448011,0.9094158255017296,154949.09999999998,0,0,SUCCESS,site_conf_2_site,3,4,8
aggregation0,0.4424400756454162,0.9059859570578657,131329.36749999996,0,0,SUCCESS,site_conf_2_site,3,4,9
aggregation0,0.49212239019891363,0.8298671377197248,154416.07999999996,0,0,SUCCESS,site_conf_2_site,3,4,10
aggregation0,0.4387734312998595,0.7807621984095177,140952.06749999995,0,0,SUCCESS,site_conf_2_site,3,4,11
aggregation0,0.5733840482788877,0.9575155346642972,172544.24999999994,0,0,SUCCESS,site_conf_2_site,3,4,12
aggregation0,0.3851467314797025,0.7801299224936019,117052.2725,0,0,SUCCESS,site_conf_2_site,3,4,13
aggregation0,0.5111119620280489,0.9622956294884218,138972.0225,0,0,SUCCESS,site_conf_2_site,3,4,14
aggregation0,0.5293588615010119,0.9346900112407424,168023.46249999997,0,0,SUCCESS,site_conf_2_site,3,4,15
aggregation0,0.45454914352068804,0.8140850539503109,140877.47000000003,0,0,SUCCESS,site_conf_2_site,3,4,16
aggregation0,0.48799084120186675,0.8556899223029293,144663.96999999997,0,0,SUCCESS,site_conf_2_site,3,4,17
aggregation0,0.4820166907133161,0.8390312946859558,148489.97999999998,0,0,SUCCESS,site_conf_2_site,3,4,18
aggregation0,0.5090650363109299,0.8446981858384656,159038.04749999996,0,0,SUCCESS,site_conf_2_site,3,4,19
aggregation0,0.4906903623859473,0.8047206609503503,157039.92249999993,0,0,SUCCESS,site_conf_2_site,3,4,20
aggregation0,0.5415076987178739,0.9642624068373297,164391.21999999997,0,0,SUCCESS,site_conf_2_site,3,4,21
aggregation0,0.5457221057796351,0.9510322578806559,164504.87499999994,0,0,SUCCESS,site_conf_2_site,3,4,22
aggregation0,0.4630582409699745,0.7271162196267893,152776.45249999996,0,0,SUCCESS,site_conf_2_site,3,4,23
aggregation0,0.5038439293121595,0.8942252429001152,160798.69249999995,0,0,SUCCESS,site_conf_2_site,3,4,24
aggregation0,0.5114028227377306,0.7944643792617078,166546.73749999993,0,0,SUCCESS,site_conf_2_site,3,4,25
aggregation0,0.4613892910309966,0.7841632687326919,153967.89749999996,0,0,SUCCESS,site_conf_2_site,3,4,26
aggregation0,0.4911228549481219,0.9593492720704743,148461.42999999993,0,0,SUCCESS,site_conf_2_site,3,4,27
aggregation0,0.5192598410030858,0.9098331572091545,166118.82499999998,0,0,SUCCESS,site_conf_2_site,3,4,28
aggregation0,0.49576340658806844,0.8812859798525078,155143.37499999997,0,0,SUCCESS,site_conf_2_site,3,4,29
aggregation0,0.48283059508159204,0.9876795449072484,166717.99249999996,0,0,SUCCESS,site_conf_2_site,4,5,-1
aggregation0,0.4543607468889758,0.871160326876992,144416.0225,0,0,SUCCESS,site_conf_2_site,4,5,0
aggregation0,0.4498474273434165,0.8930885097162905,131999.62,0,0,SUCCESS,site_conf_2_site,4,5,1
aggregation0,0.4345815416264151,0.8271852470332746,144321.27999999994,0,0,SUCCESS,site_conf_2_site,4,5,2
aggregation0,0.45287924307974864,0.7950265686343131,144017.41999999998,0,0,SUCCESS,site_conf_2_site,4,5,3
aggregation0,0.5206690387688355,0.8960357402402651,160543.45999999996,0,0,SUCCESS,site_conf_2_site,4,5,4
aggregation0,0.49480196216574257,0.8387891191446669,164447.25499999995,0,0,SUCCESS,site_conf_2_site,4,5,5
aggregation0,0.4915221009057031,0.9621087839710449,148567.88499999995,0,0,SUCCESS,site_conf_2_site,4,5,6
aggregation0,0.4200792872631619,0.7018529282337926,138259.9075,0,0,SUCCESS,site_conf_2_site,4,5,7
aggregation0,0.49343960371042966,0.880091062618313,157471.49249999996,0,0,SUCCESS,site_conf_2_site,4,5,8
aggregation0,0.5124051716232136,0.8381289726983185,155356.425,0,0,SUCCESS,site_conf_2_site,4,5,9
aggregation0,0.4049101606528272,0.7360710097144746,137778.51249999998,0,0,SUCCESS,site_conf_2_site,4,5,10
aggregation0,0.47618225331936714,0.9016556975228202,153795.82249999995,0,0,SUCCESS,site_conf_2_site,4,5,11
aggregation0,0.49530182661574673,0.7735013852393318,167472.745,0,0,SUCCESS,site_conf_2_site,4,5,12
aggregation0,0.5090315389844636,0.9707532190167365,155614.46999999997,0,0,SUCCESS,site_conf_2_site,4,5,13
aggregation0,0.4347548068258107,0.8743915005112641,136897.69499999995,0,0,SUCCESS,site_conf_2_site,4,5,14
aggregation0,0.4369081498574987,0.8041136349302062,138143.3975,0,0,SUCCESS,site_conf_2_site,4,5,15
aggregation0,0.4840897373622452,0.8646933237777392,151488.0475,0,0,SUCCESS,site_conf_2_site,4,5,16
aggregation0,0.5068341152426828,0.9157223600256774,149783.27499999997,0,0,SUCCESS,site_conf_2_site,4,5,17
aggregation0,0.5548491353581116,0.9038254694079493,184761.59749999997,0,0,SUCCESS,site_conf_2_site,4,5,18
aggregation0,0.4576999502705592,0.8662769779245094,136086.5575,0,0,SUCCESS,site_conf_2_site,4,5,19
aggregation0,0.5300000825529978,0.8737912243751457,173523.75,0,0,SUCCESS,site_conf_2_site,4,5,20
aggregation0,0.5212752167962738,0.8636584779022574,169011.94499999995,0,0,SUCCESS,site_conf_2_site,4,5,21
aggregation0,0.4754834215368367,0.7915918209905382,150120.43499999997,0,0,SUCCESS,site_conf_2_site,4,5,22
aggregation0,0.5466550163749169,0.9069411814989697,171454.2474999999,0,0,SUCCESS,site_conf_2_site,4,5,23
aggregation0,0.46532538637616344,0.9369534910912958,150504.39499999996,0,0,SUCCESS,site_conf_2_site,4,5,24
aggregation0,0.5091365584522167,0.8081368622473235,162481.85749999995,0,0,SUCCESS,site_conf_2_site,4,5,25
aggregation0,0.5197910707377217,0.8697902139344489,164180.66499999995,0,0,SUCCESS,site_conf_2_site,4,5,26
aggregation0,0.4128186181901879,0.7734711281211228,117431.33249999997,0,0,SUCCESS,site_conf_2_site,4,5,27
aggregation0,0.5334811577856682,0.9158712932256614,168411.29499999995,0,0,SUCCESS,site_conf_2_site,4,5,28
aggregation0,0.49861477832817397,0.797812162823512,167404.44749999998,0,0,SUCCESS,site_conf_2_site,4,5,29
aggregation0,0.5379475586547435,1.570399036436403,148459.97250000003,0,0,SUCCESS,site_conf_3_site_small,0,6,-1
aggregation0,0.5929565838325048,1.9547578451067504,115354.99499999998,0,0,SUCCESS,site_conf_3_site_small,0,6,0
aggregation0,0.5791359469038355,1.8414580514310328,120956.05999999998,0,0,SUCCESS,site_conf_3_site_small,0,6,1
aggregation0,0.730653795298936,2.360365027359665,134698.58500000002,0,0,SUCCESS,site_conf_3_site_small,0,6,2
aggregation0,0.7676077170427704,2.618931791845799,146506.78000000003,0,0,SUCCESS,site_conf_3_site_small,0,6,3
aggregation0,0.6586333450184231,2.468003463000446,121366.54999999997,0,0,SUCCESS,site_conf_3_site_small,0,6,4
aggregation0,0.6782488017894783,2.2368710881184435,135209.89750000002,0,0,SUCCESS,site_conf_3_site_small,0,6,5
aggregation0,0.7014851505954,2.4274456642374758,128767.2,0,0,SUCCESS,site_conf_3_site_small,0,6,6
aggregation0,0.6760905740926825,2.2131254310509183,129738.53999999996,0,0,SUCCESS,site_conf_3_site_small,0,6,7
aggregation0,0.6300577462943506,1.931948305478809,138240.255,0,0,SUCCESS,site_conf_3_site_small,0,6,8
aggregation0,0.6445371219075995,2.205106866793458,120069.7975,0,0,SUCCESS,site_conf_3_site_small,0,6,9
aggregation0,0.7312309944783452,2.307267768109983,139289.2075,0,0,SUCCESS,site_conf_3_site_small,0,6,10
aggregation0,0.6639084973905388,2.170118721282588,122787.72999999997,0,0,SUCCESS,site_conf_3_site_small,0,6,11
aggregation0,0.725992551453434,2.3823492142200373,144470.78749999998,0,0,SUCCESS,site_conf_3_site_small,0,6,12
aggregation0,0.5977307144282806,2.0507828183021566,116218.45,0,0,SUCCESS,site_conf_3_site_small,0,6,13
aggregation0,0.6857975421903678,2.397795556976342,124539.8125,0,0,SUCCESS,site_conf_3_site_small,0,6,14
aggregation0,0.6272147977929727,2.169021135706757,127318.495,0,0,SUCCESS,site_conf_3_site_small,0,6,15
aggregation0,0.6674131401247697,1.9081110161105337,138475.03499999997,0,0,SUCCESS,site_conf_3_site_small,0,6,16
aggregation0,0.745769275384777,2.2713520625466948,140987.73749999996,0,0,SUCCESS,site_conf_3_site_small,0,6,17
aggregation0,0.6495972199417551,2.2403010043623235,125236.76000000001,0,0,SUCCESS,site_conf_3_site_small,0,6,18
aggregation0,0.738570630198298,2.377204790816936,145454.05500000002,0,0,SUCCESS,site_conf_3_site_small,0,6,19
aggregation0,0.7106871580172381,2.3557303571438113,137273.46,0,0,SUCCESS,site_conf_3_site_small,0,6,20
aggregation0,0.7234393487657119,1.9069747762965312,151726.52499999997,0,0,SUCCESS,site_conf_3_site_small,0,6,21
aggregation0,0.6574111754108847,2.1494439858995613,127620.85249999995,0,0,SUCCESS,site_conf_3_site_small,0,6,22
aggregation0,0.6537243885730422,2.2742744333838223,121353.67999999998,0,0,SUCCESS,site_conf_3_site_small,0,6,23
aggregation0,0.5746256350852946,1.925369014787027,114270.88500000002,0,0,SUCCESS,site_conf_3_site_small,0,6,24
aggregation0,0.7038212714774492,2.1932913928623137,143160.16000000003,0,0,SUCCESS,site_conf_3_site_small,0,6,25
aggregation0,0.6660824485155273,2.473520694714163,113500.56499999999,0,0,SUCCESS,site_conf_3_site_small,0,6,26
aggregation0,0.6629496156447057,2.164485755642395,132168.4325,0,0,SUCCESS,site_conf_3_site_small,0,6,27
aggregation0,0.6534096259215483,2.128115713500484,133059.03749999995,0,0,SUCCESS,site_conf_3_site_small,0,6,28
aggregation0,0.6970686953805247,1.9269025360945982,148056.78000000003,0,0,SUCCESS,site_conf_3_site_small,0,6,29
aggregation0,0.5760820128249763,2.3655179238396524,132817.3425,0,0,SUCCESS,site_conf_3_site_small,1,7,-1
aggregation0,0.6501501802970681,2.1176489681594974,122454.48749999999,0,0,SUCCESS,site_conf_3_site_small,1,7,0
aggregation0,0.6778157596814314,2.1859620990223583,132275.19499999998,0,0,SUCCESS,site_conf_3_site_small,1,7,1
aggregation0,0.5514336980325356,1.8843472944741715,117111.12250000001,0,0,SUCCESS,site_conf_3_site_small,1,7,2
aggregation0,0.6898557305897398,2.515165994232642,131231.09,0,0,SUCCESS,site_conf_3_site_small,1,7,3
aggregation0,0.6731861591774397,2.28712483157142,129011.03750000002,0,0,SUCCESS,site_conf_3_site_small,1,7,4
aggregation0,0.6141731643677866,1.9014532847803196,123027.72250000002,0,0,SUCCESS,site_conf_3_site_small,1,7,5
aggregation0,0.6764419562876154,2.1394633853247527,144197.9925,0,0,SUCCESS,site_conf_3_site_small,1,7,6
aggregation0,0.7237090507727552,2.479348900254597,134053.33750000002,0,0,SUCCESS,site_conf_3_site_small,1,7,7
aggregation0,0.669620596532523,2.074093078717054,139209.71,0,0,SUCCESS,site_conf_3_site_small,1,7,8
aggregation0,0.680825812174293,2.1655817409574674,135688.96499999997,0,0,SUCCESS,site_conf_3_site_small,1,7,9
aggregation0,0.6923334716261598,2.1000866898785904,140166.46500000003,0,0,SUCCESS,site_conf_3_site_small,1,7,10
aggregation0,0.6787835486807177,2.032885910385246,149969.4275,0,0,SUCCESS,site_conf_3_site_small,1,7,11
aggregation0,0.695114811130501,2.2135611360677725,141092.375,0,0,SUCCESS,site_conf_3_site_small,1,7,12
aggregation0,0.7037130378718733,2.3642723986196,132000.18250000002,0,0,SUCCESS,site_conf_3_site_small,1,7,13
aggregation0,0.6763666241034089,2.3211298576432133,127889.75749999998,0,0,SUCCESS,site_conf_3_site_small,1,7,14
aggregation0,0.7023420833942061,2.1312702495393556,143758.61999999997,0,0,SUCCESS,site_conf_3_site_small,1,7,15
aggregation0,0.641016913689518,2.1207014011354564,130703.01249999997,0,0,SUCCESS,site_conf_3_site_small,1,7,16
aggregation0,0.6744826015801575,2.218990379717693,122579.66249999999,0,0,SUCCESS,site_conf_3_site_small,1,7,17
aggregation0,0.6769849202431037,2.3359227525001516,128969.18750000001,0,0,SUCCESS,site_conf_3_site_small,1,7,18
aggregation0,0.6583782659594143,1.9657254849829973,143873.5575,0,0,SUCCESS,site_conf_3_site_small,1,7,19
aggregation0,0.6833645870993141,2.2306330549411366,123006.76999999997,0,0,SUCCESS,site_conf_3_site_small,1,7,20
aggregation0,0.6660157034816144,2.2922043098180165,125826.1075,0,0,SUCCESS,site_conf_3_site_small,1,7,21
aggregation0,0.702072881659127,2.2131017916944264,141267.15999999997,0,0,SUCCESS,site_conf_3_site_small,1,7,22
aggregation0,0.6624142686831289,2.182424716900239,130533.12249999998,0,0,SUCCESS,site_conf_3_site_small,1,7,23
aggregation0,0.6363218038494591,2.2274749778454406,116975.54499999997,0,0,SUCCESS,site_conf_3_site_small,1,7,24
aggregation0,0.625647682892035,2.226127631244421,118392.175,0,0,SUCCESS,site_conf_3_site_small,1,7,25
aggregation0,0.7604467043113703,2.217676399215004,143227.065,0,0,SUCCESS,site_conf_3_site_small,1,7,26
aggregation0,0.6961891851272867,2.207460276747238,126103.005,0,0,SUCCESS,site_conf_3_site_small,1,7,27
aggregation0,0.6453688625542865,2.1163710406893284,129693.21999999999,0,0,SUCCESS,site_conf_3_site_small,1,7,28
aggregation0,0.6130265002302736,2.0128922308187334,115448.62999999999,0,0,SUCCESS,site_conf_3_site_small,1,7,29
aggregation0,0.48487873526663144,1.8965728570572131,122016.17749999998,0,0,SUCCESS,site_conf_3_site_small,2,8,-1
aggregation0,0.7395387811106985,2.4702267815711156,140842.82000000004,0,0,SUCCESS,site_conf_3_site_small,2,8,0
aggregation0,0.7058210654507726,2.088068398584259,157436.4025,0,0,SUCCESS,site_conf_3_site_small,2,8,1
aggregation0,0.641494083408462,2.428726785191895,119685.34750000003,0,0,SUCCESS,site_conf_3_site_small,2,8,2
aggregation0,0.7214459291660807,2.235213077015764,134958.36500000002,0,0,SUCCESS,site_conf_3_site_small,2,8,3
aggregation0,0.6536577311470353,2.216144068367329,129751.42499999997,0,0,SUCCESS,site_conf_3_site_small,2,8,4
aggregation0,0.7112653918502514,2.2164660505765665,135788.51249999998,0,0,SUCCESS,site_conf_3_site_small,2,8,5
aggregation0,0.6836649882774657,2.0132914936230835,156914.58750000002,0,0,SUCCESS,site_conf_3_site_small,2,8,6
aggregation0,0.6872872616458898,2.477808553593287,127578.23,0,0,SUCCESS,site_conf_3_site_small,2,8,7
aggregation0,0.5888124692700308,2.0661069945903647,113942.05499999998,0,0,SUCCESS,site_conf_3_site_small,2,8,8
aggregation0,0.6722997114454501,2.1996011454747393,134333.1675,0,0,SUCCESS,site_conf_3_site_small,2,8,9
aggregation0,0.6758333801057587,2.1252081260883036,128423.7675,0,0,SUCCESS,site_conf_3_site_small,2,8,10
aggregation0,0.6718074120370913,1.9055857958167655,141779.9725,0,0,SUCCESS,site_conf_3_site_small,2,8,11
aggregation0,0.5978030270790308,2.056588030068592,114696.86999999998,0,0,SUCCESS,site_conf_3_site_small,2,8,12
aggregation0,0.6519053344363329,2.261821765593621,127106.03249999997,0,0,SUCCESS,site_conf_3_site_small,2,8,13
aggregation0,0.6310424055809063,2.090584441314649,127012.18249999995,0,0,SUCCESS,site_conf_3_site_small,2,8,14
aggregation0,0.6476412691318093,2.011742048448701,122304.24249999998,0,0,SUCCESS,site_conf_3_site_small,2,8,15
aggregation0,0.6669255104925299,2.183292851007099,127157.60749999998,0,0,SUCCESS,site_conf_3_site_small,2,8,16
aggregation0,0.5736065433019409,1.8866515039373357,108846.235,0,0,SUCCESS,site_conf_3_site_small,2,8,17
aggregation0,0.709011380254633,2.449237167710487,128542.39999999998,0,0,SUCCESS,site_conf_3_site_small,2,8,18
