NAME,TRANSFER-FACTOR,N,T,STATUS,CONFIG,DISTRIBUTION
multiPipeline1,0.12296934653567705,1,60,SUCCESS,site_conf_3_site_large,3
multiPipeline1,0.12296934653567705,10,0,SUCCESS,site_conf_3_site_large,3
multiPipeline1,0.12296934653567705,10,1,SUCCESS,site_conf_3_site_large,3
multiPipeline1,0.11419230286582208,10,10,SUCCESS,site_conf_3_site_large,3
multiPipeline1,0.11477513430165831,10,60,SUCCESS,site_conf_3_site_large,3
multiPipeline1,0.12296934653567705,100,0,SUCCESS,site_conf_3_site_large,3
multiPipeline1,0.12296934653567705,100,1,SUCCESS,site_conf_3_site_large,3
multiPipeline1,0.11419230286582208,100,10,SUCCESS,site_conf_3_site_large,3
multiPipeline1,0.11477513430165831,100,60,SUCCESS,site_conf_3_site_large,3
multiPipeline1,0.07373299909140453,0,0,SUCCESS,site_conf_3_site_large,4
multiPipeline1,0.07373299909140453,0,1,SUCCESS,site_conf_3_site_large,4
multiPipeline1,0.07373299909140453,0,10,SUCCESS,site_conf_3_site_large,4
multiPipeline1,0.07373299909140453,0,60,SUCCESS,site_conf_3_site_large,4
multiPipeline1,0.07373299909140453,1,0,SUCCESS,site_conf_3_site_large,4
multiPipeline1,0.07373299909140453,1,1,SUCCESS,site_conf_3_site_large,4
multiPipeline1,0.07373299909140453,1,10,SUCCESS,site_conf_3_site_large,4
multiPipeline1,0.07373299909140453,1,60,SUCCESS,site_conf_3_site_large,4
multiPipeline1,0.07373299909140453,10,0,SUCCESS,site_conf_3_site_large,4
multiPipeline1,0.07373299909140453,10,1,SUCCESS,site_conf_3_site_large,4
multiPipeline1,0.07373299909140453,10,10,SUCCESS,site_conf_3_site_large,4
multiPipeline1,0.07373299909140453,10,60,SUCCESS,site_conf_3_site_large,4
multiPipeline1,0.07373299909140453,100,0,SUCCESS,site_conf_3_site_large,4
multiPipeline1,0.07373299909140453,100,1,SUCCESS,site_conf_3_site_large,4
multiPipeline1,0.07373299909140453,100,10,SUCCESS,site_conf_3_site_large,4
multiPipeline1,0.07373299909140453,100,60,SUCCESS,site_conf_3_site_large,4
multiPipeline1,0.07214173214023717,0,0,SUCCESS,site_conf_4_site,0
multiPipeline1,0.07214173214023717,0,1,SUCCESS,site_conf_4_site,0
multiPipeline1,0.07214173214023717,0,10,SUCCESS,site_conf_4_site,0
multiPipeline1,0.07214173214023717,0,60,SUCCESS,site_conf_4_site,0
multiPipeline1,0.07214173214023717,1,0,SUCCESS,site_conf_4_site,0
multiPipeline1,0.07214173214023717,1,1,SUCCESS,site_conf_4_site,0
multiPipeline1,0.07214173214023717,1,10,SUCCESS,site_conf_4_site,0
multiPipeline1,0.07214173214023717,1,60,SUCCESS,site_conf_4_site,0
multiPipeline1,0.07214173214023717,10,0,SUCCESS,site_conf_4_site,0
multiPipeline1,0.07214173214023717,10,1,SUCCESS,site_conf_4_site,0
multiPipeline1,0.07214173214023717,10,10,SUCCESS,site_conf_4_site,0
multiPipeline1,0.07212422894446367,10,60,SUCCESS,site_conf_4_site,0
multiPipeline1,0.07214173214023717,100,0,SUCCESS,site_conf_4_site,0
multiPipeline1,0.07214173214023717,100,1,SUCCESS,site_conf_4_site,0
multiPipeline1,0.07214173214023717,100,10,SUCCESS,site_conf_4_site,0
multiPipeline1,0.07212422894446367,100,60,SUCCESS,site_conf_4_site,0
multiPipeline1,0.12780551954479913,0,0,SUCCESS,site_conf_4_site,1
multiPipeline1,0.12780551954479913,0,1,SUCCESS,site_conf_4_site,1
multiPipeline1,0.12780551954479913,0,10,SUCCESS,site_conf_4_site,1
multiPipeline1,0.12780551954479913,0,60,SUCCESS,site_conf_4_site,1
multiPipeline1,0.12780551954479913,1,0,SUCCESS,site_conf_4_site,1
multiPipeline1,0.12780551954479913,1,1,SUCCESS,site_conf_4_site,1
multiPipeline1,0.12780551954479913,1,10,SUCCESS,site_conf_4_site,1
multiPipeline1,0.12780551954479913,1,60,SUCCESS,site_conf_4_site,1
multiPipeline1,0.12780551954479913,10,0,SUCCESS,site_conf_4_site,1
multiPipeline1,0.12780551954479913,10,1,SUCCESS,site_conf_4_site,1
multiPipeline1,0.12780551954479913,10,10,SUCCESS,site_conf_4_site,1
multiPipeline1,0.12780551954479913,10,60,SUCCESS,site_conf_4_site,1
multiPipeline1,0.12780551954479913,100,0,SUCCESS,site_conf_4_site,1
multiPipeline1,0.12780551954479913,100,1,SUCCESS,site_conf_4_site,1
multiPipeline1,0.12780551954479913,100,10,SUCCESS,site_conf_4_site,1
multiPipeline1,0.12780551954479913,100,60,SUCCESS,site_conf_4_site,1
multiPipeline1,0.09403124270866693,0,0,SUCCESS,site_conf_4_site,2
multiPipeline1,0.09403124270866693,0,1,SUCCESS,site_conf_4_site,2
multiPipeline1,0.09403124270866693,0,10,SUCCESS,site_conf_4_site,2
multiPipeline1,0.09403124270866693,0,60,SUCCESS,site_conf_4_site,2
multiPipeline1,0.09403124270866693,1,0,SUCCESS,site_conf_4_site,2
multiPipeline1,0.09403124270866693,1,1,SUCCESS,site_conf_4_site,2
multiPipeline1,0.09403124270866693,1,10,SUCCESS,site_conf_4_site,2
multiPipeline1,0.09403124270866693,1,60,SUCCESS,site_conf_4_site,2
multiPipeline1,0.09403124270866693,10,0,SUCCESS,site_conf_4_site,2
multiPipeline1,0.09403124270866693,10,1,SUCCESS,site_conf_4_site,2
multiPipeline1,0.09403124270866693,10,10,SUCCESS,site_conf_4_site,2
multiPipeline1,0.09403124270866693,10,60,SUCCESS,site_conf_4_site,2
multiPipeline1,0.09403124270866693,100,0,SUCCESS,site_conf_4_site,2
multiPipeline1,0.09403124270866693,100,1,SUCCESS,site_conf_4_site,2
multiPipeline1,0.09403124270866693,100,10,SUCCESS,site_conf_4_site,2
multiPipeline1,0.09403124270866693,100,60,SUCCESS,site_conf_4_site,2
multiPipeline1,0.14445978758588898,0,0,SUCCESS,site_conf_4_site,3
multiPipeline1,0.14445978758588898,0,1,SUCCESS,site_conf_4_site,3
multiPipeline1,0.14445978758588898,0,10,SUCCESS,site_conf_4_site,3
multiPipeline1,0.14445978758588898,0,60,SUCCESS,site_conf_4_site,3
multiPipeline1,0.14445978758588898,1,0,SUCCESS,site_conf_4_site,3
multiPipeline1,0.14445978758588898,1,1,SUCCESS,site_conf_4_site,3
multiPipeline1,0.14445978758588898,1,10,SUCCESS,site_conf_4_site,3
multiPipeline1,0.14445978758588898,1,60,SUCCESS,site_conf_4_site,3
multiPipeline1,0.14445978758588898,10,0,SUCCESS,site_conf_4_site,3
multiPipeline1,0.14445978758588898,10,1,SUCCESS,site_conf_4_site,3
multiPipeline1,0.14445978758588898,10,10,SUCCESS,site_conf_4_site,3
multiPipeline1,0.14445978758588898,10,60,SUCCESS,site_conf_4_site,3
multiPipeline1,0.14445978758588898,100,0,SUCCESS,site_conf_4_site,3
multiPipeline1,0.14445978758588898,100,1,SUCCESS,site_conf_4_site,3
multiPipeline1,0.14445978758588898,100,10,SUCCESS,site_conf_4_site,3
multiPipeline1,0.14445978758588898,100,60,SUCCESS,site_conf_4_site,3
multiPipeline1,0.052834825781659996,0,0,SUCCESS,site_conf_4_site,4
multiPipeline1,0.052834825781659996,0,1,SUCCESS,site_conf_4_site,4
multiPipeline1,0.052834825781659996,0,10,SUCCESS,site_conf_4_site,4
multiPipeline1,0.052834825781659996,0,60,SUCCESS,site_conf_4_site,4
multiPipeline1,0.052834825781659996,1,0,SUCCESS,site_conf_4_site,4
multiPipeline1,0.052834825781659996,1,1,SUCCESS,site_conf_4_site,4
multiPipeline1,0.052834825781659996,1,10,SUCCESS,site_conf_4_site,4
multiPipeline1,0.052834825781659996,1,60,SUCCESS,site_conf_4_site,4
multiPipeline1,0.052834825781659996,10,0,SUCCESS,site_conf_4_site,4
multiPipeline1,0.052834825781659996,10,1,SUCCESS,site_conf_4_site,4
multiPipeline1,0.052834825781659996,10,10,SUCCESS,site_conf_4_site,4
multiPipeline1,0.052834825781659996,10,60,SUCCESS,site_conf_4_site,4
multiPipeline1,0.052834825781659996,100,0,SUCCESS,site_conf_4_site,4
multiPipeline1,0.052834825781659996,100,1,SUCCESS,site_conf_4_site,4
multiPipeline1,0.052834825781659996,100,10,SUCCESS,site_conf_4_site,4
multiPipeline1,0.052834825781659996,100,60,SUCCESS,site_conf_4_site,4
redistribution1,0.08300647435631296,0,0,SUCCESS,site_conf_2_site,0
redistribution1,0.08300647435631296,0,1,SUCCESS,site_conf_2_site,0
redistribution1,0.08300647435631296,0,10,SUCCESS,site_conf_2_site,0
redistribution1,0.08300647435631296,0,60,SUCCESS,site_conf_2_site,0
redistribution1,0.08300647435631296,1,0,SUCCESS,site_conf_2_site,0
redistribution1,0.08300647435631296,1,1,SUCCESS,site_conf_2_site,0
redistribution1,0.08300647435631296,1,10,SUCCESS,site_conf_2_site,0
redistribution1,0.08300647435631296,1,60,SUCCESS,site_conf_2_site,0
redistribution1,0.08300647435631296,10,0,SUCCESS,site_conf_2_site,0
redistribution1,0.08300647435631296,10,1,SUCCESS,site_conf_2_site,0
redistribution1,0.08300647435631296,10,10,SUCCESS,site_conf_2_site,0
redistribution1,0.08300647435631296,10,60,SUCCESS,site_conf_2_site,0
redistribution1,0.08300647435631296,100,0,SUCCESS,site_conf_2_site,0
redistribution1,0.08300647435631296,100,1,SUCCESS,site_conf_2_site,0
redistribution1,0.08300647435631296,100,10,SUCCESS,site_conf_2_site,0
redistribution1,0.08300647435631296,100,60,SUCCESS,site_conf_2_site,0
redistribution1,0.6486365321167203,0,0,SUCCESS,site_conf_2_site,1
redistribution1,0.6486365321167203,0,1,SUCCESS,site_conf_2_site,1
redistribution1,0.6486365321167203,0,10,SUCCESS,site_conf_2_site,1
redistribution1,0.6486365321167203,0,60,SUCCESS,site_conf_2_site,1
redistribution1,0.6486365321167203,1,0,SUCCESS,site_conf_2_site,1
redistribution1,0.6486365321167203,1,1,SUCCESS,site_conf_2_site,1
redistribution1,0.6486365321167203,1,10,SUCCESS,site_conf_2_site,1
redistribution1,0.6486365321167203,1,60,SUCCESS,site_conf_2_site,1
redistribution1,0.6486365321167203,10,0,SUCCESS,site_conf_2_site,1
redistribution1,0.6486365321167203,10,1,SUCCESS,site_conf_2_site,1
redistribution1,0.6486365321167203,10,10,SUCCESS,site_conf_2_site,1
redistribution1,0.6486365321167203,10,60,SUCCESS,site_conf_2_site,1
redistribution1,0.6486365321167203,100,0,SUCCESS,site_conf_2_site,1
redistribution1,0.6486365321167203,100,1,SUCCESS,site_conf_2_site,1
redistribution1,0.6486365321167203,100,10,SUCCESS,site_conf_2_site,1
redistribution1,0.6486365321167203,100,60,SUCCESS,site_conf_2_site,1
redistribution1,0.17272863332938296,0,0,SUCCESS,site_conf_2_site,2
redistribution1,0.17272863332938296,0,1,SUCCESS,site_conf_2_site,2
redistribution1,0.17272863332938296,0,10,SUCCESS,site_conf_2_site,2
redistribution1,0.17272863332938296,0,60,SUCCESS,site_conf_2_site,2
redistribution1,0.17272863332938296,1,0,SUCCESS,site_conf_2_site,2
redistribution1,0.17272863332938296,1,1,SUCCESS,site_conf_2_site,2
redistribution1,0.17272863332938296,1,10,SUCCESS,site_conf_2_site,2
redistribution1,0.17272863332938296,1,60,SUCCESS,site_conf_2_site,2
redistribution1,0.17272863332938296,10,0,SUCCESS,site_conf_2_site,2
redistribution1,0.17272863332938296,10,1,SUCCESS,site_conf_2_site,2
redistribution1,0.17272863332938296,10,10,SUCCESS,site_conf_2_site,2
redistribution1,0.17272863332938296,10,60,SUCCESS,site_conf_2_site,2
redistribution1,0.17272863332938296,100,0,SUCCESS,site_conf_2_site,2
redistribution1,0.17272863332938296,100,1,SUCCESS,site_conf_2_site,2
redistribution1,0.17272863332938296,100,10,SUCCESS,site_conf_2_site,2
redistribution1,0.17272863332938296,100,60,SUCCESS,site_conf_2_site,2
redistribution1,0.644022064124499,0,0,SUCCESS,site_conf_2_site,3
redistribution1,0.644022064124499,0,1,SUCCESS,site_conf_2_site,3
redistribution1,0.644022064124499,0,10,SUCCESS,site_conf_2_site,3
redistribution1,0.644022064124499,0,60,SUCCESS,site_conf_2_site,3
redistribution1,0.644022064124499,1,0,SUCCESS,site_conf_2_site,3
redistribution1,0.644022064124499,1,1,SUCCESS,site_conf_2_site,3
redistribution1,0.644022064124499,1,10,SUCCESS,site_conf_2_site,3
redistribution1,0.644022064124499,1,60,SUCCESS,site_conf_2_site,3
redistribution1,0.644022064124499,10,0,SUCCESS,site_conf_2_site,3
redistribution1,0.644022064124499,10,1,SUCCESS,site_conf_2_site,3
redistribution1,0.644022064124499,10,10,SUCCESS,site_conf_2_site,3
redistribution1,0.644022064124499,10,60,SUCCESS,site_conf_2_site,3
redistribution1,0.644022064124499,100,0,SUCCESS,site_conf_2_site,3
redistribution1,0.644022064124499,100,1,SUCCESS,site_conf_2_site,3
redistribution1,0.644022064124499,100,10,SUCCESS,site_conf_2_site,3
redistribution1,0.644022064124499,100,60,SUCCESS,site_conf_2_site,3
redistribution1,0.17887339607703945,0,0,SUCCESS,site_conf_2_site,4
redistribution1,0.17887339607703945,0,1,SUCCESS,site_conf_2_site,4
redistribution1,0.17887339607703945,0,10,SUCCESS,site_conf_2_site,4
redistribution1,0.17887339607703945,0,60,SUCCESS,site_conf_2_site,4
redistribution1,0.17887339607703945,1,0,SUCCESS,site_conf_2_site,4
redistribution1,0.17887339607703945,1,1,SUCCESS,site_conf_2_site,4
redistribution1,0.17887339607703945,1,10,SUCCESS,site_conf_2_site,4
redistribution1,0.17887339607703945,1,60,SUCCESS,site_conf_2_site,4
redistribution1,0.17887339607703945,10,0,SUCCESS,site_conf_2_site,4
redistribution1,0.17887339607703945,10,1,SUCCESS,site_conf_2_site,4
redistribution1,0.17887339607703945,10,10,SUCCESS,site_conf_2_site,4
redistribution1,0.17887339607703945,10,60,SUCCESS,site_conf_2_site,4
redistribution1,0.17887339607703945,100,0,SUCCESS,site_conf_2_site,4
redistribution1,0.17887339607703945,100,1,SUCCESS,site_conf_2_site,4
redistribution1,0.17887339607703945,100,10,SUCCESS,site_conf_2_site,4
redistribution1,0.17887339607703945,100,60,SUCCESS,site_conf_2_site,4
redistribution1,0.30884783259130655,0,0,SUCCESS,site_conf_3_site_small,0
redistribution1,0.30884783259130655,0,1,SUCCESS,site_conf_3_site_small,0
redistribution1,0.30884783259130655,0,10,SUCCESS,site_conf_3_site_small,0
redistribution1,0.30884783259130655,0,60,SUCCESS,site_conf_3_site_small,0
redistribution1,0.30884783259130655,1,0,SUCCESS,site_conf_3_site_small,0
redistribution1,0.30884783259130655,1,1,SUCCESS,site_conf_3_site_small,0
redistribution1,0.30884783259130655,1,10,SUCCESS,site_conf_3_site_small,0
redistribution1,0.30884783259130655,1,60,SUCCESS,site_conf_3_site_small,0
redistribution1,0.30884783259130655,10,0,SUCCESS,site_conf_3_site_small,0
redistribution1,0.30884783259130655,10,1,SUCCESS,site_conf_3_site_small,0
redistribution1,0.30884783259130655,10,10,SUCCESS,site_conf_3_site_small,0
redistribution1,0.30884783259130655,10,60,SUCCESS,site_conf_3_site_small,0
redistribution1,0.30884783259130655,100,0,SUCCESS,site_conf_3_site_small,0
redistribution1,0.30884783259130655,100,1,SUCCESS,site_conf_3_site_small,0
redistribution1,0.30884783259130655,100,10,SUCCESS,site_conf_3_site_small,0
redistribution1,0.30884783259130655,100,60,SUCCESS,site_conf_3_site_small,0
redistribution1,0.10272154988147157,0,0,SUCCESS,site_conf_3_site_small,1
redistribution1,0.10272154988147157,0,1,SUCCESS,site_conf_3_site_small,1
redistribution1,0.10272154988147157,0,10,SUCCESS,site_conf_3_site_small,1
redistribution1,0.10272154988147157,0,60,SUCCESS,site_conf_3_site_small,1
redistribution1,0.10272154988147157,1,0,SUCCESS,site_conf_3_site_small,1
redistribution1,0.10272154988147157,1,1,SUCCESS,site_conf_3_site_small,1
redistribution1,0.10272154988147157,1,10,SUCCESS,site_conf_3_site_small,1
redistribution1,0.10272154988147157,1,60,SUCCESS,site_conf_3_site_small,1
redistribution1,0.10272154988147157,10,0,SUCCESS,site_conf_3_site_small,1
redistribution1,0.10272154988147157,10,1,SUCCESS,site_conf_3_site_small,1
redistribution1,0.10272154988147157,10,10,SUCCESS,site_conf_3_site_small,1
redistribution1,0.10272154988147157,10,60,SUCCESS,site_conf_3_site_small,1
redistribution1,0.10272154988147157,100,0,SUCCESS,site_conf_3_site_small,1
redistribution1,0.10272154988147157,100,1,SUCCESS,site_conf_3_site_small,1
redistribution1,0.10272154988147157,100,10,SUCCESS,site_conf_3_site_small,1
redistribution1,0.10272154988147157,100,60,SUCCESS,site_conf_3_site_small,1
redistribution1,0.09704923869374979,0,0,SUCCESS,site_conf_3_site_small,2
redistribution1,0.09704923869374979,0,1,SUCCESS,site_conf_3_site_small,2
redistribution1,0.09704923869374979,0,10,SUCCESS,site_conf_3_site_small,2
redistribution1,0.09704923869374979,0,60,SUCCESS,site_conf_3_site_small,2
redistribution1,0.09704923869374979,1,0,SUCCESS,site_conf_3_site_small,2
redistribution1,0.09704923869374979,1,1,SUCCESS,site_conf_3_site_small,2
redistribution1,0.09704923869374979,1,10,SUCCESS,site_conf_3_site_small,2
redistribution1,0.09704923869374979,1,60,SUCCESS,site_conf_3_site_small,2
redistribution1,0.09704923869374979,10,0,SUCCESS,site_conf_3_site_small,2
redistribution1,0.09704923869374979,10,1,SUCCESS,site_conf_3_site_small,2
redistribution1,0.09704923869374979,10,10,SUCCESS,site_conf_3_site_small,2
redistribution1,0.09704923869374979,10,60,SUCCESS,site_conf_3_site_small,2
redistribution1,0.09704923869374979,100,0,SUCCESS,site_conf_3_site_small,2
redistribution1,0.09704923869374979,100,1,SUCCESS,site_conf_3_site_small,2
redistribution1,0.09704923869374979,100,10,SUCCESS,site_conf_3_site_small,2
redistribution1,0.09704923869374979,100,60,SUCCESS,site_conf_3_site_small,2
redistribution1,0.3204879810847654,0,0,SUCCESS,site_conf_3_site_small,3
redistribution1,0.3204879810847654,0,1,SUCCESS,site_conf_3_site_small,3
redistribution1,0.3204879810847654,0,10,SUCCESS,site_conf_3_site_small,3
redistribution1,0.3204879810847654,0,60,SUCCESS,site_conf_3_site_small,3
redistribution1,0.3204879810847654,1,0,SUCCESS,site_conf_3_site_small,3
redistribution1,0.3204879810847654,1,1,SUCCESS,site_conf_3_site_small,3
redistribution1,0.3204879810847654,1,10,SUCCESS,site_conf_3_site_small,3
redistribution1,0.3204879810847654,1,60,SUCCESS,site_conf_3_site_small,3
redistribution1,0.3204879810847654,10,0,SUCCESS,site_conf_3_site_small,3
redistribution1,0.3204879810847654,10,1,SUCCESS,site_conf_3_site_small,3
redistribution1,0.3204879810847654,10,10,SUCCESS,site_conf_3_site_small,3
redistribution1,0.3204879810847654,10,60,SUCCESS,site_conf_3_site_small,3
redistribution1,0.3204879810847654,100,0,SUCCESS,site_conf_3_site_small,3
redistribution1,0.3204879810847654,100,1,SUCCESS,site_conf_3_site_small,3
redistribution1,0.3204879810847654,100,10,SUCCESS,site_conf_3_site_small,3
redistribution1,0.3204879810847654,100,60,SUCCESS,site_conf_3_site_small,3
redistribution1,0.334842636495566,0,0,SUCCESS,site_conf_3_site_small,4
redistribution1,0.334842636495566,0,1,SUCCESS,site_conf_3_site_small,4
redistribution1,0.334842636495566,0,10,SUCCESS,site_conf_3_site_small,4
redistribution1,0.334842636495566,0,60,SUCCESS,site_conf_3_site_small,4
redistribution1,0.334842636495566,1,0,SUCCESS,site_conf_3_site_small,4
redistribution1,0.334842636495566,1,1,SUCCESS,site_conf_3_site_small,4
redistribution1,0.334842636495566,1,10,SUCCESS,site_conf_3_site_small,4
redistribution1,0.334842636495566,1,60,SUCCESS,site_conf_3_site_small,4
redistribution1,0.334842636495566,10,0,SUCCESS,site_conf_3_site_small,4
redistribution1,0.334842636495566,10,1,SUCCESS,site_conf_3_site_small,4
redistribution1,0.334842636495566,10,10,SUCCESS,site_conf_3_site_small,4
redistribution1,0.334842636495566,10,60,SUCCESS,site_conf_3_site_small,4
redistribution1,0.334842636495566,100,0,SUCCESS,site_conf_3_site_small,4
redistribution1,0.334842636495566,100,1,SUCCESS,site_conf_3_site_small,4
redistribution1,0.334842636495566,100,10,SUCCESS,site_conf_3_site_small,4
redistribution1,0.334842636495566,100,60,SUCCESS,site_conf_3_site_small,4
redistribution1,0.46281336606487156,0,0,SUCCESS,site_conf_3_site_large,0
redistribution1,0.46281336606487156,0,1,SUCCESS,site_conf_3_site_large,0
redistribution1,0.46281336606487156,0,10,SUCCESS,site_conf_3_site_large,0
redistribution1,0.46281336606487156,0,60,SUCCESS,site_conf_3_site_large,0
redistribution1,0.46281336606487156,1,0,SUCCESS,site_conf_3_site_large,0
redistribution1,0.46281336606487156,1,1,SUCCESS,site_conf_3_site_large,0
redistribution1,0.46281336606487156,1,10,SUCCESS,site_conf_3_site_large,0
redistribution1,0.46281336606487156,1,60,SUCCESS,site_conf_3_site_large,0
redistribution1,0.46281336606487156,10,0,SUCCESS,site_conf_3_site_large,0
redistribution1,0.46281336606487156,10,1,SUCCESS,site_conf_3_site_large,0
redistribution1,0.46281336606487156,10,10,SUCCESS,site_conf_3_site_large,0
redistribution1,0.46281336606487156,10,60,SUCCESS,site_conf_3_site_large,0
redistribution1,0.46281336606487156,100,0,SUCCESS,site_conf_3_site_large,0
redistribution1,0.46281336606487156,100,1,SUCCESS,site_conf_3_site_large,0
redistribution1,0.46281336606487156,100,10,SUCCESS,site_conf_3_site_large,0
redistribution1,0.46281336606487156,100,60,SUCCESS,site_conf_3_site_large,0
redistribution1,0.10089426598957073,0,0,SUCCESS,site_conf_3_site_large,1
redistribution1,0.10089426598957073,0,1,SUCCESS,site_conf_3_site_large,1
redistribution1,0.10089426598957073,0,10,SUCCESS,site_conf_3_site_large,1
redistribution1,0.10089426598957073,0,60,SUCCESS,site_conf_3_site_large,1
redistribution1,0.10089426598957073,1,0,SUCCESS,site_conf_3_site_large,1
redistribution1,0.10089426598957073,1,1,SUCCESS,site_conf_3_site_large,1
redistribution1,0.10089426598957073,1,10,SUCCESS,site_conf_3_site_large,1
redistribution1,0.10089426598957073,1,60,SUCCESS,site_conf_3_site_large,1
redistribution1,0.10089426598957073,10,0,SUCCESS,site_conf_3_site_large,1
redistribution1,0.10089426598957073,10,1,SUCCESS,site_conf_3_site_large,1
redistribution1,0.10089426598957073,10,10,SUCCESS,site_conf_3_site_large,1
redistribution1,0.10089426598957073,10,60,SUCCESS,site_conf_3_site_large,1
redistribution1,0.10089426598957073,100,0,SUCCESS,site_conf_3_site_large,1
redistribution1,0.10089426598957073,100,1,SUCCESS,site_conf_3_site_large,1
redistribution1,0.10089426598957073,100,10,SUCCESS,site_conf_3_site_large,1
redistribution1,0.10089426598957073,100,60,SUCCESS,site_conf_3_site_large,1
redistribution1,0.10109347175774744,0,0,SUCCESS,site_conf_3_site_large,2
redistribution1,0.10109347175774744,0,1,SUCCESS,site_conf_3_site_large,2
redistribution1,0.10109347175774744,0,10,SUCCESS,site_conf_3_site_large,2
redistribution1,0.10109347175774744,0,60,SUCCESS,site_conf_3_site_large,2
redistribution1,0.10109347175774744,1,0,SUCCESS,site_conf_3_site_large,2
redistribution1,0.10109347175774744,1,1,SUCCESS,site_conf_3_site_large,2
redistribution1,0.10109347175774744,1,10,SUCCESS,site_conf_3_site_large,2
redistribution1,0.10109347175774744,1,60,SUCCESS,site_conf_3_site_large,2
redistribution1,0.10109347175774744,10,0,SUCCESS,site_conf_3_site_large,2
redistribution1,0.10109347175774744,10,1,SUCCESS,site_conf_3_site_large,2
redistribution1,0.10109347175774744,10,10,SUCCESS,site_conf_3_site_large,2
redistribution1,0.10109347175774744,10,60,SUCCESS,site_conf_3_site_large,2
redistribution1,0.10109347175774744,100,0,SUCCESS,site_conf_3_site_large,2
redistribution1,0.10109347175774744,100,1,SUCCESS,site_conf_3_site_large,2
redistribution1,0.10109347175774744,100,10,SUCCESS,site_conf_3_site_large,2
redistribution1,0.10109347175774744,100,60,SUCCESS,site_conf_3_site_large,2
redistribution1,0.45150112490573885,0,0,SUCCESS,site_conf_3_site_large,3
redistribution1,0.45150112490573885,0,1,SUCCESS,site_conf_3_site_large,3
redistribution1,0.45150112490573885,0,10,SUCCESS,site_conf_3_site_large,3
redistribution1,0.45150112490573885,0,60,SUCCESS,site_conf_3_site_large,3
redistribution1,0.45150112490573885,1,0,SUCCESS,site_conf_3_site_large,3
redistribution1,0.45150112490573885,1,1,SUCCESS,site_conf_3_site_large,3
redistribution1,0.45150112490573885,1,10,SUCCESS,site_conf_3_site_large,3
redistribution1,0.45150112490573885,1,60,SUCCESS,site_conf_3_site_large,3
redistribution1,0.45150112490573885,10,0,SUCCESS,site_conf_3_site_large,3
redistribution1,0.45150112490573885,10,1,SUCCESS,site_conf_3_site_large,3
redistribution1,0.45150112490573885,10,10,SUCCESS,site_conf_3_site_large,3
redistribution1,0.45150112490573885,10,60,SUCCESS,site_conf_3_site_large,3
redistribution1,0.45150112490573885,100,0,SUCCESS,site_conf_3_site_large,3
redistribution1,0.45150112490573885,100,1,SUCCESS,site_conf_3_site_large,3
redistribution1,0.45150112490573885,100,10,SUCCESS,site_conf_3_site_large,3
redistribution1,0.45150112490573885,100,60,SUCCESS,site_conf_3_site_large,3
redistribution1,0.453190129230582,0,0,SUCCESS,site_conf_3_site_large,4
redistribution1,0.453190129230582,0,1,SUCCESS,site_conf_3_site_large,4
redistribution1,0.453190129230582,0,10,SUCCESS,site_conf_3_site_large,4
redistribution1,0.453190129230582,0,60,SUCCESS,site_conf_3_site_large,4
redistribution1,0.453190129230582,1,0,SUCCESS,site_conf_3_site_large,4
redistribution1,0.453190129230582,1,1,SUCCESS,site_conf_3_site_large,4
redistribution1,0.453190129230582,1,10,SUCCESS,site_conf_3_site_large,4
redistribution1,0.453190129230582,1,60,SUCCESS,site_conf_3_site_large,4
redistribution1,0.453190129230582,10,0,SUCCESS,site_conf_3_site_large,4
redistribution1,0.453190129230582,10,1,SUCCESS,site_conf_3_site_large,4
redistribution1,0.453190129230582,10,10,SUCCESS,site_conf_3_site_large,4
redistribution1,0.453190129230582,10,60,SUCCESS,site_conf_3_site_large,4
redistribution1,0.453190129230582,100,0,SUCCESS,site_conf_3_site_large,4
redistribution1,0.453190129230582,100,1,SUCCESS,site_conf_3_site_large,4
redistribution1,0.453190129230582,100,10,SUCCESS,site_conf_3_site_large,4
redistribution1,0.453190129230582,100,60,SUCCESS,site_conf_3_site_large,4
redistribution1,0.11453351365073061,0,0,SUCCESS,site_conf_4_site,0
redistribution1,0.11453351365073061,0,1,SUCCESS,site_conf_4_site,0
redistribution1,0.11453351365073061,0,10,SUCCESS,site_conf_4_site,0
redistribution1,0.11453351365073061,0,60,SUCCESS,site_conf_4_site,0
redistribution1,0.11453351365073061,1,0,SUCCESS,site_conf_4_site,0
redistribution1,0.11453351365073061,1,1,SUCCESS,site_conf_4_site,0
redistribution1,0.11453351365073061,1,10,SUCCESS,site_conf_4_site,0
redistribution1,0.11453351365073061,1,60,SUCCESS,site_conf_4_site,0
redistribution1,0.11453351365073061,10,0,SUCCESS,site_conf_4_site,0
redistribution1,0.11453351365073061,10,1,SUCCESS,site_conf_4_site,0
redistribution1,0.11453351365073061,10,10,SUCCESS,site_conf_4_site,0
redistribution1,0.11453351365073061,10,60,SUCCESS,site_conf_4_site,0
redistribution1,0.11453351365073061,100,0,SUCCESS,site_conf_4_site,0
redistribution1,0.11453351365073061,100,1,SUCCESS,site_conf_4_site,0
redistribution1,0.11453351365073061,100,10,SUCCESS,site_conf_4_site,0
redistribution1,0.11453351365073061,100,60,SUCCESS,site_conf_4_site,0
redistribution1,0.10949113401185218,0,0,SUCCESS,site_conf_4_site,1
